Cohort,Responder_ID,Clinician_Role,Experience_Band,Case ID,Source_Dataset,GT,Unaided_Dx_Text,PRE_Differential_1,PRE_Differential_2,Unaided_Dx_Score,Unaided_Top3_SpotOn,Unaided_Top3_Generic,Unaided_Mgmt_Grade,Unaided_Dx_Confidence,Unaided_Mgmt_Confidence,AI_Top1_Prediction,AI_Top1_Confidence,AI_Top2_Prediction,AI_Top2_Confidence,AI_Top3_Prediction,AI_Top3_Confidence,Assisted_Dx_Text,POST_Differential_1,POST_Differential_2,Assisted_Dx_Score,Assisted_Top3_SpotOn,Assisted_Top3_Generic,Assisted_Mgmt_Grade,Assisted_Dx_Confidence,Assisted_Mgmt_Confidence,Changed_Diagnosis,Changed_Management
EN,114,NP,2-5,43,SNU-134,nevus spilus,Naevus spillus,don't know,don't know,5,True,False,Perfect,3,3,nevus spilus,0.89219856,congenital nevus,0.09403703,becker nevus,0.013130513,Naevus spillus,don't know,don't know,5,True,False,Perfect,3,3,0.0,0.0
EN,114,NP,2-5,157,SNU-134,alopecia areata,alopecia areata,Tinea capitis,don't know,5,True,False,Inadequate but harmless,4,4,alopecia areata,1.0,vitiligo,1.1052617e-23,folliculitis,7.025470600000001e-24,alopecia areata,Tinea capitis,don't know,5,True,False,Inadequate but harmless,4,4,0.0,0.0
EN,114,NP,2-5,18,SNU-134,pustular psoriasis,tinea pedis,psoriasis,Plantar dermatitis,1,False,False,Inadequate and dangerous,3,4,palmoplantar pustulosis,1.0,pustular psoriasis,1.1628234e-10,tinea pedis,4.15242e-14,Plamoplantar pustulosis,psoriasis,tinea pedis,3,False,True,Adequate,3,4,1.0,0.0
EN,114,NP,2-5,164,SNU-134,psoriasis,psoriasis,Discoid lupus erythematosus,don't know,5,True,False,Inadequate but harmless,4,3,psoriasis,1.0,pustular psoriasis,1.344041e-08,lichen planus,2.9445064e-14,psoriasis,Discoid lupus erythematosus,lichen planus,5,True,False,Inadequate but harmless,4,3,0.0,0.0
EN,114,NP,2-5,169,SNU-134,neurofibromatosis,Naevi,don't know,don't know,1,False,False,Inadequate and dangerous,don't know,3,urticaria pigmentosa,0.98613065,neurofibromatosis,0.013214158,neurofibroma,0.0004966046,neurofibromatosis,Naevi,don't know,5,True,False,Inadequate but harmless,1,3,1.0,0.0
EN,28,NP,>10,10,SNU-134,juvenile xanthogranuloma,pyogneic granuloma,don't know,don't know,3,False,False,Inadequate but harmless,3,3,pyogenic granuloma,0.8840393,juvenile xanthogranuloma,0.11596071,hemangioma,4.377673e-12,pyogneic granuloma,don't know,don't know,3,False,False,Inadequate but harmless,4,4,False,False
EN,28,NP,>10,158,SNU-134,inflamed cyst,cyst,nevus,don't know,4,False,True,Inadequate but harmless,2,2,epidermal cyst,0.68594617,inflamed cyst,0.31404907,skin tag,4.6288314e-06,cyst,don't know,don't know,4,False,True,Inadequate but harmless,4,4,False,False
EN,28,NP,>10,55,SNU-134,eczema herpeticum,ekzema herpeticatum,don't know,don't know,5,True,False,Perfect,4,4,eczema herpeticum,0.9719661,herpes zoster,0.027572557,herpes simplex,0.0002619952,ekzema herpeticatum,don't know,don't know,5,True,False,Perfect,5,5,False,False
CN,10,GP,0-1,126,SNU-134,tinea cruris,allergic dermatitis,,,2,False,False,Adequate,4,4,tinea cruris,1.0,tinea corporis,1.4e-10,tinea pedis,1.41e-16,tinea cruris,,,5,True,False,Perfect,4,4,1.0,0.0
CN,10,GP,0-1,53,SNU-134,malignant melanoma,melanoma,,,5,True,False,Perfect,4,4,subungual hematoma,0.9294649,malignant melanoma,0.0694675,blue nevus,0.000724958,subungual hematoma,,,1,False,False,Inadequate and dangerous,5,5,1.0,1.0
CN,10,GP,0-1,120,SNU-134,verruca plana,wart,,,4,False,True,Adequate,2,2,sebaceous hyperplasia,0.9019066,verruca plana,0.0980778,wart,1.55e-05,sebaceous hyperplasia,,,2,False,False,Adequate,4,4,1.0,1.0
CN,10,GP,0-1,34,SNU-134,urticaria,tinea,,,2,False,False,Inadequate but harmless,3,3,urticaria,1.0,urticaria pigmentosa,1.29e-12,erythema annulare centrifugum,4.61e-13,urticaria,,,5,True,False,Perfect,5,5,1.0,0.0
CN,10,GP,0-1,111,SNU-134,pyoderma gangrenosum,pyoderma,,,4,False,True,Adequate,4,4,pyoderma gangrenosum,1.0,pyogenic granuloma,2.44e-14,vasculitis,1.01e-15,pyoderma gangrenosum,,,5,True,False,Perfect,4,4,1.0,1.0
CN,10,GP,0-1,48,SKINTONE,lichen planus,allergic purpura,,,2,False,False,Adequate,4,4,lichen planus,1.0,pityriasis rosea,6.69e-10,psoriasis,3.44e-14,allergic purpura,,,2,False,False,Adequate,3,3,0.0,0.0
CN,10,GP,0-1,20,SNU-134,pompholyx,burn,,,2,False,False,Inadequate but harmless,3,3,palmoplantar pustulosis,1.0,pustular psoriasis,1.16e-10,hand eczema,1.73e-11,palmoplantar pustulosis,,,3,False,False,Adequate,4,4,1.0,1.0
CN,10,GP,0-1,132,SNU-134,herpes simplex,herpes,,,4,False,True,Adequate,2,2,herpes simplex,0.9999695,impetigo,2.75e-05,herpes zoster,2.99e-06,herpes simplex,,,5,True,False,Perfect,5,5,1.0,1.0
CN,10,GP,0-1,148,SNU-134,vitiligo,vitiligo,,,5,True,False,Adequate,5,5,vitiligo,0.99879336,tinea versicolor,0.00120659,lentigo simplex,2.63e-11,vitiligo,,,5,True,False,Adequate,5,5,0.0,0.0
CN,10,GP,0-1,49,SNU-134,herpes zoster,gangrenous dermatitis,,,2,False,False,Adequate,3,3,prurigo pigmentosa,0.987508,herpes zoster,0.012430891,pyoderma gangrenosum,5.94e-05,prurigo pigmentosa,,,2,False,False,Adequate,4,4,1.0,1.0
CN,10,GP,0-1,175,SNU-134,confluent and reticulated papillomatosis,abnormal pigmentation,,,4,False,True,Adequate,1,1,epidermal nevus,0.9647521,becker nevus,0.03199633,congenital nevus,0.002626418,epidermal nevus,,,1,False,False,Inadequate and dangerous,4,4,1.0,1.0
CN,10,GP,0-1,77,SNU-134,cellulitis,erythema,,,2,False,False,Inadequate and dangerous,3,3,cellulitis,0.9998921,pyoderma gangrenosum,7.25e-05,inflamed cyst,3.22e-05,cellulitis,,,5,True,False,Adequate,5,5,1.0,1.0
CN,10,GP,0-1,110,SNU-134,lymphangioma,pyoderma gangrenosum,,,2,False,False,Adequate,3,3,nummular eczema,0.9997652,bowen disease,0.000168642,lentigo simplex,4.99e-05,nummular eczema,,,2,False,False,Inadequate but harmless,4,4,1.0,1.0
CN,10,GP,0-1,3,SNU-134,dermatofibroma,infectious pustule,,,2,False,False,Adequate,3,3,dermatofibroma,1.0,juvenile xanthogranuloma,1.68e-11,epidermal cyst,1.08e-11,dermatofibroma,,,5,True,False,Inadequate but harmless,4,4,1.0,1.0
CN,10,GP,0-1,81,SNU-134,lentigo,hyperpigmentation,,,4,False,True,Adequate,3,3,xanthelasma,0.7771407,granuloma annulare,0.16289753,tinea faciale,0.028307348,xanthelasma,,,1,False,False,Inadequate but harmless,5,5,1.0,0.0
CN,10,GP,0-1,112,SNU-134,xanthelasma,xanthelasma,,,5,True,False,Perfect,5,5,vitiligo,0.98934746,xanthelasma,0.010652511,morphea,8.39e-16,xanthelasma,,,5,True,False,Perfect,5,5,0.0,0.0
CN,10,GP,0-1,91,SNU-134,malignant melanoma,nail necrosis,,,1,False,False,Adequate,3,3,subungual hematoma,0.8558512,malignant melanoma,0.14414886,melanocytic nevus,5.27e-09,subungual hematoma,,,1,False,False,Inadequate and dangerous,4,4,1.0,1.0
CN,10,GP,0-1,168,SNU-134,becker nevus,abnormal pigmentation,,,4,False,True,Perfect,3,3,becker nevus,0.99941146,lentigo simplex,0.000588409,lichen simplex chronicus,6.41e-08,nevus,,,4,False,True,Perfect,3,3,1.0,0.0
CN,10,GP,0-1,193,PASSION,scabies,varicella,,,1,False,False,Inadequate and dangerous,3,3,folliculitis,0.94353473,herpes zoster,0.054920305,scabies,0.000915883,herpes zoster,,,1,False,False,Inadequate and dangerous,4,4,1.0,0.0
CN,10,GP,0-1,199,SNU-134,squamous cell carcinoma,ecthyma gangrenosum,,,1,False,False,Adequate,3,3,squamous cell carcinoma,0.947068,bowen disease,0.04570103,basal cell carcinoma,0.007230953,squamous cell carcinoma,,,5,True,False,Perfect,4,4,1.0,1.0
CN,10,GP,0-1,14,SNU-134,herpes simplex,pyoderma,,,1,False,False,Inadequate and dangerous,3,3,folliculitis,0.8901158,herpes simplex,0.106309175,impetigo,0.003417303,impetigo,,,2,False,False,Inadequate and dangerous,3,3,1.0,0.0
CN,10,GP,0-1,195,SNU-134,lupus erythematosus,tinea,,,2,False,False,Inadequate and dangerous,2,2,lupus erythematosus,0.9999988,herpes simplex,1.21e-06,erythema multiforme,4.41e-08,erythema multiforme,,,2,False,False,Adequate,3,3,1.0,1.0
CN,10,GP,0-1,109,SNU-134,subungual hematoma,onychomycosis,,,2,False,False,Adequate,4,4,subungual hematoma,1.0,onychomycosis,3.86e-15,blue nevus,8.02e-17,onychomycosis,,,2,False,False,Adequate,4,4,0.0,0.0
CN,10,GP,0-1,173,SNU-134,onychomycosis,onychomycosis,,,5,True,False,Perfect,3,3,onychomycosis,0.9956898,paronychia,0.003373449,subungual hematoma,0.000936773,onychomycosis,,,5,True,False,Perfect,3,3,0.0,0.0
CN,10,GP,0-1,28,SNU-134,insect bite,urticaria,,,3,False,False,Adequate,4,4,insect bite,1.0,contact dermatitis,3.36e-10,vasculitis,1.13e-10,insect bite,,,5,True,False,Perfect,5,5,1.0,0.0
CN,10,GP,0-1,73,SNU-134,sebaceous hyperplasia,sebaceous hyperplasia,,,5,True,False,Perfect,3,3,sebaceous hyperplasia,0.99986434,seborrheic keratosis,0.000135521,epidermal nevus,4.99e-08,sebaceous hyperplasia,,,5,True,False,Perfect,5,5,0.0,0.0
CN,10,GP,0-1,35,SNU-134,paronychia,subungual hematoma,,,2,False,False,Adequate,4,4,paronychia,1.0,furuncle,6.42e-11,subungual hematoma,9.55e-12,paronychia,,,5,True,False,Perfect,5,5,1.0,0.0
CN,10,GP,0-1,98,SNU-134,tinea pedis,tinea pedis,,,5,True,False,Perfect,5,5,tinea pedis,0.99978346,palmoplantar pustulosis,0.000216544,tinea faciale,4.6e-13,tinea pedis,,,5,True,False,Perfect,5,5,0.0,0.0
CN,10,GP,0-1,156,SNU-134,angiokeratoma,pyoderma gangrenosum,,,1,False,False,Adequate,3,3,angiokeratoma,0.8933094,lymphangioma,0.1066906,hemangioma,3.45e-12,angiokeratoma,,,5,True,False,Adequate,4,4,1.0,0.0
CN,10,GP,0-1,117,SNU-134,urticaria pigmentosa,nevus,,,2,False,True,Adequate,3,3,urticaria pigmentosa,0.99998736,juvenile xanthogranuloma,1.26e-05,congenital nevus,1.19e-08,urticaria pigmentosa,,,5,True,False,Perfect,4,4,1.0,1.0
CN,17,GP,0-1,126,SNU-134,tinea cruris,tinea cruris,,,5,True,False,Adequate,3,3,tinea cruris,1.0,tinea corporis,1.4e-10,tinea pedis,1.41e-16,tinea cruris,,,5,True,False,Adequate,3,3,0.0,0.0
CN,17,GP,0-1,195,SNU-134,lupus erythematosus,eczema,,,2,False,False,Adequate,3,3,lupus erythematosus,0.9999988,herpes simplex,1.21e-06,erythema multiforme,4.41e-08,lupus erythematosus,,,5,True,False,Perfect,3,3,1.0,1.0
CN,17,GP,0-1,144,SNU-134,nummular eczema,impetigo,,,2,False,False,Adequate,3,3,nummular eczema,0.99987566,bowen disease,6.6e-05,lichen simplex chronicus,5.83e-05,nummular eczema,,,5,True,False,Adequate,3,3,1.0,1.0
CN,17,GP,0-1,171,SNU-134,tinea pedis,tinea pedis,,,5,True,False,Perfect,3,3,tinea pedis,0.99999905,pompholyx,9.13e-07,palmoplantar pustulosis,2.32e-08,tinea pedis,,,5,True,False,Perfect,3,3,0.0,0.0
CN,17,GP,0-1,28,SNU-134,insect bite,eczema,,,2,False,False,Adequate,3,3,insect bite,1.0,contact dermatitis,3.36e-10,vasculitis,1.13e-10,don't know,,,1,False,False,Inadequate and dangerous,3,3,1.0,1.0
CN,17,GP,0-1,41,SNU-134,herpes zoster,herpes zoster,,,5,True,False,Perfect,3,3,herpes zoster,1.0,herpes simplex,4.47e-16,epidermal nevus,1.36e-16,herpes zoster,,,5,True,False,Perfect,3,3,0.0,0.0
CN,17,GP,0-1,100,SNU-134,erythema annulare centrifugum,urticaria,,,2,False,False,Adequate,3,3,erythema annulare centrifugum,0.9998977,tinea corporis,0.0001023,erythema multiforme,2.36e-08,erythema centrifugum,,,4,False,True,Adequate,3,3,1.0,1.0
CN,17,GP,0-1,111,SNU-134,pyoderma gangrenosum,eczema,,,2,False,False,Adequate,3,3,pyoderma gangrenosum,1.0,pyogenic granuloma,2.44e-14,vasculitis,1.01e-15,pyoderma gangrenosum,,,5,True,False,Perfect,3,2,1.0,0.0
CN,17,GP,0-1,72,SNU-134,impetigo,eczema,,,2,False,False,Adequate,3,3,pyoderma gangrenosum,0.99329466,nummular eczema,0.006692767,pustular psoriasis,8.88e-06,psoriasis,,,2,False,False,Adequate,3,3,1.0,0.0
CN,17,GP,0-1,58,SNU-134,basal cell carcinoma,folliculitis,,,1,False,False,Inadequate and dangerous,3,3,basal cell carcinoma,1.0,dermatofibroma,1.61e-15,insect bite,1.04e-15,basal cell carcinoma,,,5,True,False,Perfect,3,3,1.0,1.0
CN,17,GP,0-1,3,SNU-134,dermatofibroma,basal cell carcinoma,,,1,False,False,Adequate,3,3,dermatofibroma,1.0,juvenile xanthogranuloma,1.68e-11,epidermal cyst,1.08e-11,dermatofibroma,,,5,True,False,Inadequate but harmless,3,3,1.0,1.0
CN,17,GP,0-1,74,SNU-134,lichen simplex chronicus,miliaria,,,2,False,False,Adequate,3,3,lichen amyloidosis,0.9985241,lichen simplex chronicus,0.000709126,confluent and reticulated papillomatosis,0.000502846,lichen amyloidosis,,,3,False,False,Adequate,3,3,1.0,1.0
CN,17,GP,0-1,175,SNU-134,confluent and reticulated papillomatosis,vitiligo,,,2,False,False,Adequate,3,3,epidermal nevus,0.9647521,becker nevus,0.03199633,congenital nevus,0.002626418,vitiligo,,,2,False,False,Adequate,3,3,0.0,0.0
CN,17,GP,0-1,27,SNU-134,hand eczema,eczema,,,4,False,True,Adequate,3,3,granuloma annulare,0.9999368,lupus erythematosus,5.31e-05,hand eczema,1.01e-05,eczema,,,4,False,True,Adequate,3,3,0.0,0.0
CN,17,GP,0-1,48,SKINTONE,lichen planus,blood blister,,,2,False,False,Adequate,3,3,lichen planus,1.0,pityriasis rosea,6.69e-10,psoriasis,3.44e-14,blood blister,,,2,False,False,Adequate,3,3,0.0,1.0
CN,18,GP,0-1,17,SNU-134,tinea faciale,eczema,,,2,False,False,Adequate,3,3,tinea faciale,1.0,tinea corporis,5.55e-10,seborrheic dermatitis,7.06e-14,eczema,,,2,False,False,Adequate,3,3,0.0,0.0
CN,18,GP,0-1,29,SNU-134,herpes zoster,herpes zoster,,,5,True,False,Perfect,5,5,herpes zoster,1.0,herpes simplex,1.25e-09,eczema herpeticum,1.78e-11,herpes zoster,,,5,True,False,Perfect,5,5,0.0,0.0
CN,18,GP,0-1,142,SNU-134,blue nevus,melanoma,,,1,False,False,Adequate,5,5,blue nevus,0.9999999,lentigo simplex,7.27e-08,melanocytic nevus,5.26e-09,melanoma,,,1,False,False,Adequate,5,5,0.0,0.0
CN,18,GP,0-1,151,SNU-134,exfoliative dermatitis,exfoliative dermatitis,,,5,True,False,Perfect,3,3,pustular psoriasis,0.9908742,acute generalized exanthematous pustulosis,0.009125635,exfoliative dermatitis,2.76e-07,exfoliative dermatitis,,,5,True,False,Perfect,3,3,0.0,0.0
CN,18,GP,0-1,114,SNU-134,juvenile xanthogranuloma,impetigo,,,1,False,False,Inadequate and dangerous,4,4,juvenile xanthogranuloma,1.0,organoid nevus,6.57e-15,pyogenic granuloma,4.86e-17,impetigo,,,1,False,False,Inadequate and dangerous,4,4,1.0,1.0
CN,18,GP,0-1,39,SNU-134,abscess,sebaceous cyst,,,3,False,False,Adequate,5,5,inflamed cyst,0.9994961,furuncle,0.000404441,epidermal cyst,7.03e-05,sebaceous cyst,,,3,False,False,Adequate,5,5,0.0,0.0
CN,18,GP,0-1,11,SNU-134,tinea pedis,tinea pedis,,,5,True,False,Perfect,5,5,tinea pedis,1.0,tinea cruris,4.69e-08,cellulitis,1.51e-09,tinea pedis,,,5,True,False,Perfect,5,5,0.0,0.0
CN,18,GP,0-1,118,SNU-134,organoid nevus,xanthoma,,,2,False,False,Adequate,3,3,epidermal nevus,1.0,organoid nevus,1.73e-08,lentigo simplex,1.3e-08,xanthoma,,,2,False,False,Adequate,3,3,0.0,0.0
CN,18,GP,0-1,167,SNU-134,granuloma annulare,pityriasis rosea,,,2,False,False,Adequate,3,3,granuloma annulare,1.0,erythema annulare centrifugum,1.16e-10,tinea corporis,8.18e-15,pityriasis rosea,,,2,False,False,Adequate,3,3,0.0,0.0
CN,18,GP,0-1,199,SNU-134,squamous cell carcinoma,skin cancer,,,4,False,True,Perfect,3,3,squamous cell carcinoma,0.947068,bowen disease,0.04570103,basal cell carcinoma,0.007230953,skin cancer,,,4,False,True,Perfect,3,3,0.0,0.0
CN,18,GP,0-1,61,SKINTONE,atopic dermatitis,psoriasis,,,3,False,False,Adequate,3,3,nummular eczema,0.9999999,dry eczema,6.62e-08,hand eczema,3.08e-11,psoriasis,,,3,False,False,Adequate,3,3,0.0,0.0
CN,18,GP,0-1,1,SNU-134,onychomycosis,onychomycosis,,,5,True,False,Perfect,5,5,onychomycosis,1.0,subungual hematoma,4.32e-10,tinea pedis,6.42e-11,onychomycosis,,,5,True,False,Perfect,5,5,0.0,0.0
CN,18,GP,0-1,33,SNU-134,congenital nevus,xanthoma,,,2,False,False,Adequate,3,3,congenital nevus,0.9523771,lentigo simplex,0.044543274,becker nevus,0.002847556,xanthoma,,,2,False,False,Adequate,3,3,0.0,0.0
CN,18,GP,0-1,168,SNU-134,becker nevus,lichenification,,,2,False,False,Adequate,3,3,becker nevus,0.99941146,lentigo simplex,0.000588409,lichen simplex chronicus,6.41e-08,lichenification,,,2,False,False,Adequate,3,3,0.0,0.0
CN,20,GP,2-5,64,SNU-134,angiofibroma,eczema,,,2,False,False,Adequate,3,3,sebaceous hyperplasia,0.902559,angiofibroma,0.09512901,organoid nevus,0.001586427,eczema,,,2,False,False,Adequate,3,3,0.0,0.0
CN,20,GP,2-5,100,SNU-134,erythema annulare centrifugum,roseola,,,2,False,False,Adequate,3,3,erythema annulare centrifugum,0.9998977,tinea corporis,0.0001023,erythema multiforme,2.36e-08,roseola,,,2,False,False,Adequate,3,3,0.0,0.0
CN,20,GP,2-5,51,SNU-134,malignant melanoma,melanoma,,,5,True,False,Perfect,3,3,malignant melanoma,1.0,tinea pedis,1.68e-11,melanocytic nevus,1.34e-13,melanoma,,,5,True,False,Perfect,3,3,0.0,0.0
CN,20,GP,2-5,109,SNU-134,subungual hematoma,subcutaneous bruising,,,4,False,True,Adequate,3,3,subungual hematoma,1.0,onychomycosis,3.86e-15,blue nevus,8.02e-17,subungual hematoma,,,5,True,False,Perfect,3,3,1.0,0.0
CN,20,GP,2-5,98,SNU-134,tinea pedis,tinea pedis,,,5,True,False,Perfect,3,3,tinea pedis,0.99978346,palmoplantar pustulosis,0.000216544,tinea faciale,4.6e-13,tinea pedis,,,5,True,False,Perfect,3,3,0.0,0.0
CN,20,GP,2-5,93,SNU-134,bowen disease,breast cancer,,,1,False,False,Adequate,3,3,nummular eczema,0.7431656,bowen disease,0.25683117,pyoderma gangrenosum,2.37e-06,breast cancer,,,1,False,False,Adequate,3,3,0.0,0.0
CN,20,GP,2-5,56,SNU-134,neurofibroma,nummular eczema,,,2,False,False,Adequate,3,3,juvenile xanthogranuloma,0.69211155,neurofibroma,0.2626959,epidermal cyst,0.033398036,granuloma,,,2,False,False,Adequate,3,3,1.0,0.0
CN,20,GP,2-5,13,PASSION,scabies,varicella,,,2,False,False,Adequate,3,3,urticaria pigmentosa,0.99550736,scabies,0.004197557,varicella,0.000202554,varicella,,,2,False,False,Adequate,3,3,0.0,0.0
CN,20,GP,2-5,36,SNU-134,tinea cruris,erythema annulare,,,2,False,False,Adequate,3,3,erythema annulare centrifugum,0.9896498,granuloma annulare,0.008298719,tinea corporis,0.001851694,erythema annulare,,,2,False,False,Adequate,3,3,0.0,0.0
CN,20,GP,2-5,177,SNU-134,inflamed cyst,scabies,,,2,False,False,Adequate,3,3,inflamed cyst,0.99975306,furuncle,0.000191094,epidermal cyst,5.47e-05,scabies,,,1,False,False,Adequate,3,3,0.0,0.0
CN,20,GP,2-5,48,SKINTONE,lichen planus,herpes,,,2,False,False,Adequate,3,3,lichen planus,1.0,pityriasis rosea,6.69e-10,psoriasis,3.44e-14,herpes,,,2,False,False,Adequate,3,3,0.0,0.0
CN,20,GP,2-5,85,SNU-134,onychomycosis,onychomycosis,,,5,True,False,Perfect,3,3,onychomycosis,1.0,tinea pedis,9.24e-09,paronychia,2.88e-10,onychomycosis,,,5,True,False,Perfect,3,3,0.0,0.0
CN,20,GP,2-5,135,PASSION,tinea corporis,nummular eczema,,,3,False,False,Adequate,3,3,tinea versicolor,0.53120714,pityriasis rosea,0.46878868,tinea corporis,4.19e-06,tinea versicolor,,,3,False,False,Adequate,3,3,1.0,1.0
CN,20,GP,2-5,39,SNU-134,abscess,skin cyst,,,3,False,False,Adequate,3,3,inflamed cyst,0.9994961,furuncle,0.000404441,epidermal cyst,7.03e-05,skin cyst,,,3,False,False,Adequate,3,3,0.0,0.0
CN,20,GP,2-5,142,SNU-134,blue nevus,melanoma,,,1,False,False,Adequate,3,3,blue nevus,0.9999999,lentigo simplex,7.27e-08,melanocytic nevus,5.26e-09,melanoma,,,1,False,False,Adequate,3,3,0.0,0.0
CN,21,GP,0-1,124,SNU-134,lichen planus,herpes,,,2,False,False,Adequate,3,3,lichen planus,0.9446937,lichen simplex chronicus,0.054987762,prurigo pigmentosa,0.000316909,herpes,,,2,False,False,Adequate,3,3,0.0,0.0
CN,21,GP,0-1,58,SNU-134,basal cell carcinoma,furuncle,,,1,False,False,Adequate,3,3,basal cell carcinoma,1.0,dermatofibroma,1.61e-15,insect bite,1.04e-15,furuncle,,,1,False,False,Adequate,3,3,0.0,0.0
CN,21,GP,0-1,3,SNU-134,dermatofibroma,scar,,,2,False,False,Adequate,3,3,dermatofibroma,1.0,juvenile xanthogranuloma,1.68e-11,epidermal cyst,1.08e-11,scar,,,3,False,False,Adequate,3,3,0.0,0.0
CN,21,GP,0-1,85,SNU-134,onychomycosis,onychomycosis,,,5,True,False,Adequate,3,3,onychomycosis,1.0,tinea pedis,9.24e-09,paronychia,2.88e-10,onychomycosis,,,5,True,False,Adequate,3,3,0.0,0.0
CN,21,GP,0-1,174,SNU-134,drug eruption,urticaria,,,3,False,False,Adequate,3,3,acute generalized exanthematous pustulosis,0.99992967,drug eruption,7.03e-05,pustular psoriasis,1.18e-12,urticaria,,,3,False,False,Adequate,3,3,0.0,0.0
CN,21,GP,0-1,115,PASSION,scabies,herpes,,,1,False,False,Adequate,3,3,prurigo pigmentosa,0.99999905,multiple sebaceous cysts,4.89e-07,urticaria pigmentosa,4.66e-07,herpes,,,1,False,False,Adequate,3,3,0.0,0.0
CN,21,GP,0-1,49,SNU-134,herpes zoster,epidermolysis bullosa,,,1,False,False,Adequate,3,3,prurigo pigmentosa,0.987508,herpes zoster,0.012430891,pyoderma gangrenosum,5.94e-05,epidermolysis bullosa,,,1,False,False,Adequate,3,3,0.0,0.0
CN,21,GP,0-1,158,SNU-134,inflamed cyst,lichen,,,2,False,False,Adequate,3,3,epidermal cyst,0.68594617,inflamed cyst,0.31404907,skin tag,4.63e-06,lichen,,,2,False,False,Adequate,3,3,0.0,0.0
CN,21,GP,0-1,138,SNU-134,wart,sore,,,2,False,False,Adequate,3,3,wart,0.9101248,verruca plana,0.07952581,skin tag,0.009498005,sore,,,2,False,False,Adequate,3,3,0.0,0.0
CN,21,GP,0-1,14,SNU-134,herpes simplex,herpes,,,4,False,True,Adequate,3,3,folliculitis,0.8901158,herpes simplex,0.106309175,impetigo,0.003417303,herpes,,,4,False,True,Adequate,3,3,0.0,0.0
CN,21,GP,0-1,61,SKINTONE,atopic dermatitis,pigmented purpura,,,2,False,False,Adequate,3,3,nummular eczema,0.9999999,dry eczema,6.62e-08,hand eczema,3.08e-11,pigmented purpura,,,2,False,False,Adequate,3,3,0.0,0.0
CN,21,GP,0-1,161,SNU-134,pompholyx,tinea,,,2,False,False,Adequate,3,3,palmoplantar pustulosis,0.99954176,pustular psoriasis,0.000458313,hand eczema,3.43e-08,tinea,,,2,False,False,Adequate,3,3,0.0,0.0
CN,21,GP,0-1,15,SNU-134,malignant melanoma,onychomycosis,,,1,False,False,Adequate,3,3,subungual hematoma,0.9239385,malignant melanoma,0.075841494,paronychia,0.000176602,onychomycosis,,,1,False,False,Adequate,3,3,0.0,0.0
CN,21,GP,0-1,98,SNU-134,tinea pedis,fungal infection,,,4,False,True,Adequate,3,3,tinea pedis,0.99978346,palmoplantar pustulosis,0.000216544,tinea faciale,4.6e-13,fungal infection,,,4,False,True,Adequate,3,3,0.0,0.0
CN,21,GP,0-1,153,SNU-134,lupus erythematosus,urticaria,,,2,False,False,Adequate,3,3,insect bite,0.75048333,herpes zoster,0.24364626,erythema multiforme,0.005382847,urticaria,,,2,False,False,Adequate,3,3,0.0,0.0
CN,22,GP,0-1,67,SNU-134,hemangioma,subcutaneous hemorrhage,,,2,False,False,Adequate,3,3,hemangioma,0.57419926,pyogenic granuloma,0.35932472,angiokeratoma,0.06646839,subcutaneous hemorrhage,,,2,False,False,Adequate,3,3,0.0,0.0
CN,22,GP,0-1,2,SNU-134,lentigo,melasma,,,2,False,False,Adequate,3,3,lentigo,0.99999905,seborrheic keratosis,9.72e-07,actinic keratosis,4.79e-09,melasma,,,2,False,False,Adequate,3,3,0.0,0.0
CN,22,GP,0-1,193,PASSION,scabies,dermatitis,,,2,False,False,Adequate,3,3,folliculitis,0.94353473,herpes zoster,0.054920305,scabies,0.000915883,dermatitis,,,3,False,False,Adequate,3,3,0.0,0.0
CN,22,GP,0-1,10,SNU-134,juvenile xanthogranuloma,cyst,,,2,False,False,Adequate,3,3,pyogenic granuloma,0.8840393,juvenile xanthogranuloma,0.11596071,hemangioma,4.38e-12,cyst,,,2,False,False,Adequate,3,3,0.0,0.0
CN,22,GP,0-1,37,SNU-134,skin tag,molluscum contagiosum,,,2,False,False,Adequate,3,3,skin tag,0.88109386,lentigo simplex,0.11557435,epidermal nevus,0.002985192,molluscum contagiosum,,,2,False,False,Adequate,3,3,0.0,0.0
CN,22,GP,0-1,111,SNU-134,pyoderma gangrenosum,skin cancer,,,1,False,False,Adequate,3,3,pyoderma gangrenosum,1.0,pyogenic granuloma,2.44e-14,vasculitis,1.01e-15,skin cancer,,,1,False,False,Adequate,3,3,0.0,0.0
CN,22,GP,0-1,167,SNU-134,granuloma annulare,erythema annulare,,,3,False,False,Adequate,3,3,granuloma annulare,1.0,erythema annulare centrifugum,1.16e-10,tinea corporis,8.18e-15,don't know,,,1,False,False,Adequate,3,3,0.0,1.0
CN,22,GP,0-1,185,SNU-134,staphylococcal scalded skin syndrome,contact dermatitis,,,2,False,False,Adequate,3,3,staphylococcal scalded skin syndrome,0.98926115,herpes simplex,0.005525968,impetigo,0.002866834,contact dermatitis,,,2,False,False,Adequate,3,3,0.0,0.0
CN,22,GP,0-1,138,SNU-134,wart,skin tag,,,3,False,False,Adequate,3,3,wart,0.9101248,verruca plana,0.07952581,skin tag,0.009498005,skin tag,,,3,False,False,Adequate,3,3,0.0,0.0
