Case ID,GT,Responder_ID,User Role,Years_Derm_Experience,Age_Bracket,Gender,Country,Unaided_Dx_Score,Unaided_Dx_Reason,Unaided_Dx_Confidence,Unaided_Top3_SpotOn,Unaided_Top3_Generic,Unaided_Mgmt_Grade,Unaided_Mgmt_Reason,Unaided_Mgmt_Confidence,Assisted_Dx_Score,Assisted_Dx_Reason,Assisted_Dx_Confidence,Assisted_Top3_SpotOn,Assisted_Top3_Generic,Assisted_Mgmt_Grade,Assisted_Mgmt_Reason,Assisted_Mgmt_Confidence,AI_Trust_Score,Changed_Diagnosis,Changed_Management
326,Disease_5,13,NP,1-2,35-44,Male,DEMO,3,Demo,4,True,True,Perfect,Demo,3,3,Demo,1,False,False,Perfect,Demo,3,2,False,False
327,Disease_17,13,NP,0,55-64,Male,DEMO,4,Demo,3,True,True,Inadequate and dangerous,Demo,1,5,Demo,2,True,False,Perfect,Demo,2,5,True,False
328,Disease_9,13,NP,6-10,35-44,Female,DEMO,3,Demo,3,False,True,Adequate,Demo,4,3,Demo,3,False,False,Inadequate but harmless,Demo,4,2,False,False
329,Disease_11,13,NP,0,55-64,Female,DEMO,2,Demo,2,True,False,Adequate,Demo,3,3,Demo,2,True,False,Inadequate and dangerous,Demo,4,5,False,False
330,Disease_18,13,NP,3-5,55-64,Female,DEMO,2,Demo,4,False,False,Perfect,Demo,1,2,Demo,1,True,True,Perfect,Demo,1,4,False,False
331,Disease_3,13,NP,1-2,25-34,Female,DEMO,3,Demo,4,False,True,Inadequate and dangerous,Demo,4,5,Demo,3,True,False,Inadequate and dangerous,Demo,3,1,True,False
332,Disease_15,13,NP,1-2,55-64,Female,DEMO,5,Demo,1,True,False,Adequate,Demo,1,5,Demo,1,True,False,Inadequate and dangerous,Demo,4,2,False,False
333,Disease_1,13,NP,1-2,45-54,Female,DEMO,5,Demo,3,True,False,Perfect,Demo,1,5,Demo,1,True,True,Perfect,Demo,2,1,True,True
334,Disease_15,13,NP,>10,55-64,Female,DEMO,5,Demo,2,True,False,Adequate,Demo,3,5,Demo,2,True,False,Adequate,Demo,4,2,True,False
335,Disease_5,13,NP,0,55-64,Male,DEMO,4,Demo,1,True,False,Perfect,Demo,2,5,Demo,2,True,True,Adequate,Demo,1,5,False,True
336,Disease_15,13,NP,0,25-34,Male,DEMO,3,Demo,4,False,False,Adequate,Demo,2,3,Demo,3,False,False,Inadequate but harmless,Demo,4,4,False,False
337,Disease_3,13,NP,0,45-54,Female,DEMO,5,Demo,1,True,False,Perfect,Demo,4,5,Demo,1,True,False,Perfect,Demo,2,1,False,True
338,Disease_19,13,NP,0,35-44,Male,DEMO,3,Demo,3,True,False,Perfect,Demo,3,3,Demo,2,False,False,Perfect,Demo,3,2,False,True
339,Disease_8,13,NP,6-10,55-64,Male,DEMO,1,Demo,2,True,True,Adequate,Demo,1,1,Demo,3,True,False,Adequate,Demo,4,1,False,False
340,Disease_19,14,NP,3-5,25-34,Male,DEMO,5,Demo,4,True,False,Inadequate and dangerous,Demo,1,5,Demo,1,True,True,Adequate,Demo,2,3,False,True
341,Disease_19,14,NP,>10,45-54,Male,DEMO,1,Demo,4,False,False,Adequate,Demo,1,2,Demo,2,False,False,Adequate,Demo,1,5,True,True
342,Disease_15,14,NP,>10,25-34,Female,DEMO,4,Demo,2,True,False,Adequate,Demo,3,4,Demo,3,True,False,Perfect,Demo,2,4,False,False
343,Disease_10,14,NP,0,55-64,Male,DEMO,2,Demo,4,True,False,Inadequate and dangerous,Demo,2,2,Demo,2,False,False,Adequate,Demo,3,1,False,False
344,Disease_10,14,NP,0,25-34,Male,DEMO,3,Demo,4,False,True,Perfect,Demo,2,3,Demo,4,False,False,Adequate,Demo,2,4,True,False
345,Disease_19,14,NP,3-5,25-34,Female,DEMO,3,Demo,2,True,True,Inadequate and dangerous,Demo,2,3,Demo,3,True,True,Perfect,Demo,3,2,True,False
346,Disease_13,14,NP,1-2,35-44,Female,DEMO,4,Demo,2,True,False,Adequate,Demo,2,4,Demo,4,True,True,Adequate,Demo,1,4,False,False
347,Disease_7,14,NP,1-2,25-34,Female,DEMO,5,Demo,4,True,False,Adequate,Demo,1,5,Demo,4,True,False,Perfect,Demo,3,1,False,False
348,Disease_16,14,NP,6-10,35-44,Female,DEMO,2,Demo,3,False,False,Perfect,Demo,4,2,Demo,1,False,False,Adequate,Demo,4,3,True,False
349,Disease_19,14,NP,0,25-34,Male,DEMO,3,Demo,2,False,False,Perfect,Demo,3,3,Demo,2,False,False,Adequate,Demo,2,2,False,False
350,Disease_19,14,NP,6-10,55-64,Male,DEMO,3,Demo,1,False,True,Adequate,Demo,4,3,Demo,1,False,True,Perfect,Demo,4,5,False,False
351,Disease_19,14,NP,1-2,45-54,Male,DEMO,4,Demo,3,True,True,Perfect,Demo,4,4,Demo,1,True,False,Perfect,Demo,4,5,False,False
352,Disease_6,14,NP,>10,25-34,Female,DEMO,3,Demo,1,False,False,Inadequate but harmless,Demo,2,3,Demo,3,False,True,Perfect,Demo,4,5,False,False
353,Disease_12,14,NP,6-10,55-64,Male,DEMO,4,Demo,1,True,False,Adequate,Demo,3,4,Demo,2,True,False,Inadequate and dangerous,Demo,1,2,False,True
354,Disease_19,14,NP,0,45-54,Male,DEMO,3,Demo,4,False,False,Inadequate and dangerous,Demo,1,3,Demo,4,True,False,Adequate,Demo,4,5,False,False
355,Disease_14,14,NP,3-5,45-54,Male,DEMO,4,Demo,1,True,False,Adequate,Demo,1,4,Demo,1,True,False,Perfect,Demo,3,4,False,False
356,Disease_5,14,NP,1-2,25-34,Male,DEMO,3,Demo,3,False,True,Adequate,Demo,1,3,Demo,2,False,False,Perfect,Demo,4,2,False,False
357,Disease_1,14,NP,0,55-64,Male,DEMO,4,Demo,2,True,True,Adequate,Demo,2,5,Demo,3,True,False,Inadequate and dangerous,Demo,1,4,False,False
358,Disease_6,14,NP,3-5,55-64,Male,DEMO,4,Demo,3,True,False,Inadequate and dangerous,Demo,1,5,Demo,2,True,True,Inadequate and dangerous,Demo,3,5,False,False
359,Disease_8,14,NP,3-5,55-64,Female,DEMO,2,Demo,4,True,True,Adequate,Demo,3,4,Demo,1,True,False,Adequate,Demo,2,1,False,False
360,Disease_13,15,NP,1-2,45-54,Male,DEMO,3,Demo,4,False,False,Inadequate but harmless,Demo,2,3,Demo,4,False,True,Perfect,Demo,2,2,False,True
361,Disease_2,15,NP,1-2,55-64,Female,DEMO,4,Demo,3,True,False,Adequate,Demo,3,5,Demo,4,True,True,Perfect,Demo,4,1,True,False
362,Disease_19,15,NP,3-5,55-64,Male,DEMO,3,Demo,1,False,False,Adequate,Demo,4,3,Demo,2,False,True,Perfect,Demo,1,4,False,False
363,Disease_2,15,NP,>10,55-64,Female,DEMO,2,Demo,3,False,False,Perfect,Demo,4,2,Demo,2,False,True,Perfect,Demo,1,3,False,True
364,Disease_7,15,NP,0,25-34,Female,DEMO,3,Demo,1,True,False,Inadequate and dangerous,Demo,2,4,Demo,3,True,False,Perfect,Demo,4,1,False,False
365,Disease_18,15,NP,6-10,35-44,Male,DEMO,3,Demo,2,False,True,Perfect,Demo,3,4,Demo,4,True,False,Inadequate and dangerous,Demo,4,4,False,False
366,Disease_6,15,NP,3-5,55-64,Female,DEMO,1,Demo,2,False,True,Inadequate but harmless,Demo,1,1,Demo,4,True,False,Perfect,Demo,4,5,True,False
367,Disease_2,15,NP,3-5,45-54,Female,DEMO,5,Demo,3,True,True,Perfect,Demo,2,5,Demo,2,True,False,Adequate,Demo,4,3,True,False
368,Disease_18,15,NP,6-10,45-54,Male,DEMO,5,Demo,1,True,False,Inadequate but harmless,Demo,2,5,Demo,2,True,True,Inadequate but harmless,Demo,2,1,True,False
369,Disease_3,15,NP,0,55-64,Male,DEMO,3,Demo,3,True,False,Adequate,Demo,3,3,Demo,2,False,False,Inadequate but harmless,Demo,3,3,False,False
370,Disease_1,15,NP,3-5,45-54,Male,DEMO,3,Demo,3,False,True,Inadequate and dangerous,Demo,3,5,Demo,4,True,True,Perfect,Demo,2,5,False,True
371,Disease_15,15,NP,1-2,55-64,Female,DEMO,1,Demo,1,True,False,Adequate,Demo,2,1,Demo,1,False,True,Inadequate and dangerous,Demo,1,4,False,False
372,Disease_17,15,NP,>10,25-34,Male,DEMO,5,Demo,3,True,False,Inadequate but harmless,Demo,1,5,Demo,4,True,False,Adequate,Demo,4,3,False,False
373,Disease_12,15,NP,3-5,25-34,Female,DEMO,3,Demo,1,False,True,Adequate,Demo,4,4,Demo,3,True,True,Adequate,Demo,2,4,False,True
374,Disease_6,15,NP,6-10,45-54,Female,DEMO,5,Demo,4,True,True,Inadequate but harmless,Demo,2,5,Demo,3,True,False,Perfect,Demo,1,3,True,False
375,Disease_7,15,NP,6-10,55-64,Male,DEMO,3,Demo,3,False,False,Inadequate and dangerous,Demo,3,4,Demo,4,True,True,Inadequate and dangerous,Demo,3,2,False,False
376,Disease_15,15,NP,>10,55-64,Female,DEMO,5,Demo,4,True,True,Inadequate but harmless,Demo,3,5,Demo,2,True,True,Adequate,Demo,4,3,False,False
377,Disease_9,15,NP,1-2,25-34,Female,DEMO,1,Demo,1,False,False,Inadequate and dangerous,Demo,1,2,Demo,2,False,True,Perfect,Demo,2,4,False,False
378,Disease_4,15,NP,1-2,35-44,Female,DEMO,2,Demo,4,False,True,Inadequate but harmless,Demo,2,3,Demo,1,False,False,Adequate,Demo,2,3,False,False
379,Disease_15,15,NP,3-5,45-54,Male,DEMO,4,Demo,1,True,False,Perfect,Demo,1,5,Demo,4,True,True,Perfect,Demo,2,1,False,True
