Case ID,GT,Responder_ID,User Role,Years_Derm_Experience,Age_Bracket,Gender,Country,Unaided_Dx_Score,Unaided_Dx_Reason,Unaided_Dx_Confidence,Unaided_Top3_SpotOn,Unaided_Top3_Generic,Unaided_Mgmt_Grade,Unaided_Mgmt_Reason,Unaided_Mgmt_Confidence,Assisted_Dx_Score,Assisted_Dx_Reason,Assisted_Dx_Confidence,Assisted_Top3_SpotOn,Assisted_Top3_Generic,Assisted_Mgmt_Grade,Assisted_Mgmt_Reason,Assisted_Mgmt_Confidence,AI_Trust_Score,Changed_Diagnosis,Changed_Management
326,Disease_12,14,GP,0,25-34,Female,DEMO,3,Demo,2,False,False,Perfect,Demo,3,5,Demo,4,True,False,Inadequate but harmless,Demo,4,3,True,True
327,Disease_3,14,GP,>10,55-64,Female,DEMO,4,Demo,2,True,False,Inadequate and dangerous,Demo,4,5,Demo,2,True,True,Perfect,Demo,3,2,False,False
328,Disease_16,14,GP,3-5,25-34,Male,DEMO,5,Demo,4,True,False,Perfect,Demo,2,5,Demo,1,True,False,Adequate,Demo,2,2,True,True
329,Disease_4,14,GP,6-10,25-34,Female,DEMO,1,Demo,3,False,False,Adequate,Demo,4,2,Demo,2,False,True,Inadequate and dangerous,Demo,2,2,True,True
330,Disease_5,14,GP,3-5,45-54,Male,DEMO,1,Demo,2,False,False,Perfect,Demo,2,1,Demo,3,True,True,Adequate,Demo,4,3,False,False
331,Disease_1,14,GP,6-10,35-44,Male,DEMO,4,Demo,4,True,False,Inadequate but harmless,Demo,2,4,Demo,2,True,False,Adequate,Demo,2,3,True,True
332,Disease_8,14,GP,0,35-44,Male,DEMO,5,Demo,1,True,True,Inadequate and dangerous,Demo,3,5,Demo,2,True,False,Adequate,Demo,3,5,False,False
333,Disease_16,14,GP,1-2,45-54,Female,DEMO,3,Demo,1,True,False,Adequate,Demo,3,3,Demo,2,False,False,Perfect,Demo,3,3,False,True
334,Disease_6,14,GP,>10,25-34,Male,DEMO,4,Demo,1,True,True,Perfect,Demo,4,4,Demo,3,True,False,Inadequate and dangerous,Demo,4,4,False,False
335,Disease_12,15,GP,1-2,35-44,Male,DEMO,1,Demo,4,False,False,Adequate,Demo,4,2,Demo,3,False,False,Inadequate but harmless,Demo,1,5,False,False
336,Disease_6,15,GP,3-5,35-44,Female,DEMO,3,Demo,1,True,True,Perfect,Demo,1,4,Demo,3,True,True,Perfect,Demo,1,4,True,False
337,Disease_1,15,GP,>10,35-44,Male,DEMO,5,Demo,3,True,False,Adequate,Demo,1,5,Demo,1,True,False,Perfect,Demo,2,2,False,False
338,Disease_6,15,GP,1-2,45-54,Female,DEMO,4,Demo,2,True,False,Adequate,Demo,4,5,Demo,1,True,False,Perfect,Demo,3,2,False,False
339,Disease_17,15,GP,3-5,35-44,Female,DEMO,4,Demo,2,True,False,Adequate,Demo,1,5,Demo,3,True,True,Adequate,Demo,4,2,False,True
340,Disease_6,15,GP,0,25-34,Female,DEMO,4,Demo,4,True,True,Adequate,Demo,4,4,Demo,1,True,False,Adequate,Demo,4,1,False,True
341,Disease_11,15,GP,>10,25-34,Female,DEMO,4,Demo,3,True,True,Inadequate and dangerous,Demo,1,5,Demo,2,True,False,Adequate,Demo,1,2,True,False
342,Disease_15,15,GP,3-5,55-64,Male,DEMO,1,Demo,1,False,True,Adequate,Demo,1,1,Demo,3,False,False,Perfect,Demo,1,2,False,False
343,Disease_17,15,GP,6-10,25-34,Female,DEMO,3,Demo,1,False,False,Adequate,Demo,1,3,Demo,3,False,False,Perfect,Demo,4,5,False,False
344,Disease_10,15,GP,1-2,55-64,Male,DEMO,3,Demo,3,False,False,Adequate,Demo,4,3,Demo,3,False,False,Adequate,Demo,2,1,False,False
345,Disease_11,15,GP,1-2,35-44,Female,DEMO,2,Demo,2,False,True,Perfect,Demo,1,4,Demo,1,True,False,Perfect,Demo,4,2,False,False
346,Disease_17,15,GP,6-10,35-44,Female,DEMO,1,Demo,4,False,False,Adequate,Demo,4,1,Demo,4,True,False,Perfect,Demo,4,3,False,False
347,Disease_19,15,GP,3-5,35-44,Female,DEMO,1,Demo,3,True,False,Inadequate and dangerous,Demo,3,2,Demo,3,True,False,Adequate,Demo,3,2,False,False
348,Disease_8,15,GP,>10,25-34,Male,DEMO,1,Demo,2,True,False,Adequate,Demo,3,1,Demo,3,False,False,Perfect,Demo,4,4,True,False
349,Disease_3,15,GP,3-5,25-34,Female,DEMO,5,Demo,3,True,False,Inadequate and dangerous,Demo,2,5,Demo,1,True,False,Perfect,Demo,1,3,False,False
350,Disease_19,15,GP,3-5,45-54,Male,DEMO,4,Demo,3,True,True,Adequate,Demo,2,4,Demo,3,True,True,Perfect,Demo,1,4,True,False
351,Disease_18,15,GP,>10,35-44,Male,DEMO,3,Demo,4,False,False,Perfect,Demo,4,4,Demo,3,True,False,Adequate,Demo,2,5,False,False
352,Disease_17,15,GP,3-5,35-44,Female,DEMO,5,Demo,4,True,False,Adequate,Demo,1,5,Demo,4,True,True,Adequate,Demo,3,1,False,True
353,Disease_14,15,GP,0,55-64,Female,DEMO,1,Demo,4,True,False,Adequate,Demo,3,2,Demo,2,True,False,Adequate,Demo,3,5,False,False
354,Disease_15,15,GP,0,25-34,Female,DEMO,5,Demo,4,True,False,Adequate,Demo,2,5,Demo,2,True,True,Adequate,Demo,1,4,True,False
